id,difficulty,uniqueness,goal words,valid words,total words, cells, hint
4399,1204.5,0.5789473684210527,9,34,510,80,inside -- Words need to represent with : ee and e. -- 
4400,1205.0,0.6491688538932633,50,72,560,24,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4401,1205.0,0.5709090909090909,22,88,444,28,inside -- In the beginning was one of these letters: frog -- 
4402,1205.5,1.2102766798418974,7,18,490,27,inside -- Words need to represent with : et and e. -- OMG,these are: nouns -- 
4403,1205.5,0.4634920634920635,20,111,384,48,inside -- Words with at least 5 letters. -- These words seem to end with the letters... wedding. -- 
4404,1205.5,1.054322740990591,10,92,1413,56,inside -- Exactamundo 5 -- These words seem to end with the letters... mike. -- 
4405,1206.0,0.51985559566787,21,162,933,48,inside -- Your words my be not longer than dis many fingers: 4. -- In the beginning was one of these letters: vowels -- 
4406,1206.0,0.4243421052631579,66,268,382,24,inside -- Words with at least 5 letters. -- The first part of the word is important. Is one of : consonants -- 
4407,1206.0,1.126599150647598,12,18,654,77,inside+wrap -- No more no less than the best which is 5. -- These words are all: verbs. -- 
4408,1206.0,0.0,66,269,269,72,directions: E W N S  -- 
4409,1206.5,0.0,74,214,269,21,inside -- At least 4 of da letters. -- 
4410,1206.5,0.27524038461538464,51,372,734,49,inside -- From 4-5 letters. -- 
4411,1207.0,1.0483236500196687,14,45,427,12,inside+wrap -- The first part of the word is important. Is one of : potato -- These words are all: nouns. -- 
4412,1207.5,1.2159051354452095,10,20,449,84,inside -- From 4-5 letters. -- All these words have something in common. I think e and i. sry typo -- OMG,these are: nouns -- 
4413,1207.5,0.0,97,551,551,36,inside -- 
4414,1208.0,1.144804433749361,50,61,417,64,directions: E W N S  -- Ends with a letter from consonants -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4415,1208.0,0.5257995735607676,67,207,454,78,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4416,1208.0,0.6432246998284734,49,65,574,18,inside+wrap -- Words with at least 4 letters. -- OMG,these are: verbs -- 
4417,1208.5,0.7563666452146731,37,120,532,24,inside+wrap -- 4-5 many letters, so little time. -- Ends with a letter from lisa -- 
4418,1208.5,1.1434992266399782,20,39,1062,81,inside -- These words seem to start with... lisa. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4419,1209.0,1.198780255384029,7,25,1458,36,inside+wrap -- In the beginning was one of these letters: mike -- These words are all: verbs. -- 
4420,1209.0,0.0,84,543,543,60,inside+wrap -- 
4421,1209.0,0.47635135135135137,24,153,553,80,inside+wrap -- The first part of the word is important. Is one of : vowels -- 
4422,1209.5,0.4772727272727273,30,299,1234,64,inside -- Words need to represent with : e and i. -- 
4423,1209.5,1.3090077127639623,24,82,945,77,inside+wrap -- 4-5 many letters, so little time. -- Ends with a letter from mike -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4424,1209.5,1.2268398268398268,14,28,481,36,inside -- All these words have something in common. I think s and t. sry typo -- These words are all: nouns. -- 
4425,1210.0,0.5257995735607676,82,310,740,48,inside+wrap -- These words are all: nouns. -- 
4426,1210.5,0.0,79,363,363,36,inside -- 
4427,1210.5,0.9860912327057874,9,122,1394,64,inside -- No more no less than the best which is 5. -- OMG, ends with a letter from: vowels -- 
4428,1211.0,0.6432246998284734,16,18,492,32,inside -- At least 3 of da letters. -- These words are all: verbs. -- 
4429,1211.0,0.0,88,343,343,24,inside+wrap -- 
4430,1211.0,0.5384615384615384,33,217,916,78,inside -- OMG, ends with a letter from: mike -- 
4431,1211.0,0.0,84,761,761,28,inside -- 
4432,1211.5,0.2328767123287671,58,518,991,56,inside -- From 4-5 letters. -- 
4433,1211.5,0.8449948532024013,9,52,1066,54,inside -- No more no less than the best which is 4. -- These words seem to end with the letters... frog. -- 
4434,1211.5,0.51985559566787,30,148,557,18,inside+wrap -- These words seem to start with... vowels. -- 
4435,1211.5,0.5363636363636364,74,147,314,49,directions: E W N S  -- Words with at least 5 letters. -- OMG,these are: nouns -- 
4436,1211.5,1.199346827315165,12,21,1054,56,inside -- Words with at least 4 letters. -- These words seem to end with the letters... potato. -- OMG,these are: verbs -- 
4437,1211.5,0.0,32,187,916,60,inside+wrap -- Your words my be not longer than dis many fingers: 3. -- 
4438,1212.0,0.6432246998284734,70,197,1301,63,inside -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4439,1212.0,1.084604010173301,11,17,660,80,inside -- At least 5 of da letters. -- The first part of the word is important. Is one of : wedding -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4440,1212.5,0.5353535353535354,14,162,1321,48,inside+wrap -- Words with at least 5 letters. -- Ends with a letter from potato -- 
4441,1213.0,0.24896836313617607,43,263,864,42,inside -- Maka dem all the same siza: 4 -- 
4442,1213.0,1.064261112022306,24,152,1354,56,inside -- OMG, ends with a letter from: mike -- These words are all: nouns. -- 
4443,1213.5,0.4413793103448276,30,174,535,32,inside+wrap -- These words seem to start with... wedding. -- 
4444,1213.5,0.918465084443858,57,154,1288,42,inside+wrap -- 4-5 letters. -- OMG,these are: verbs -- 
4445,1213.5,0.9105796422750061,33,42,656,48,inside -- Maka dem all the same siza: 4 -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4446,1213.5,0.575091575091575,36,267,836,48,inside+wrap -- The first part of the word is important. Is one of : wedding -- 
4447,1214.0,0.9406647508298247,18,38,444,28,inside+wrap -- What's in dem words. Is it: e and i. Yeah it is. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4448,1214.5,0.5709090909090909,39,289,1213,28,inside+wrap -- These words seem to start with... frog. -- 
4449,1214.5,1.040724946695096,27,73,401,42,inside+wrap -- Ends with a letter from minos -- These words are all: nouns. -- 
4450,1214.5,1.0732520325203252,7,40,454,12,inside+wrap -- Words need to represent with : r and e. -- The first part of the word is important. Is one of : mike -- 
4451,1214.5,1.0507406331687483,25,176,1332,56,inside -- OMG, ends with a letter from: potato -- OMG,these are: nouns -- 
4452,1214.5,0.5454545454545454,30,105,406,16,inside+wrap -- These words seem to end with the letters... minos. -- 
4453,1215.0,0.0,66,758,758,24,inside+wrap -- 
4454,1215.5,0.23772609819121446,33,181,561,78,inside -- Maka dem all the same siza: 4 -- 
4455,1215.5,0.5394736842105263,37,341,1125,32,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- These words seem to start with... lisa. -- 
4456,1216.0,1.1013174314825054,17,48,671,36,inside -- The first part of the word is important. Is one of : frog -- OMG,these are: nouns -- 
4457,1216.5,0.23772609819121446,38,367,1172,56,inside -- Exactamundo 4 -- 
4458,1216.5,0.573208722741433,22,160,963,48,inside+wrap -- The first part of the word is important. Is one of : mike -- 
4459,1216.5,0.5475,94,230,461,64,directions: E W N S  -- OMG,these are: nouns -- 
4460,1216.5,0.5641025641025641,10,61,474,80,inside+wrap -- What's in dem words. Is it: t and r. Yeah it is. -- 
4461,1216.5,0.5709090909090909,20,190,1335,36,inside+wrap -- These words seem to start with... frog. -- 
4462,1217.0,0.4243421052631579,59,174,313,72,directions: E W N S  -- At least 4 of da letters. -- These words seem to start with... consonants. -- 
4463,1217.5,0.5149253731343284,28,124,595,60,inside+wrap -- These words seem to end with the letters... minos. -- 
4464,1217.5,1.1151307596513076,13,26,468,70,inside+wrap -- These words seem to start with... frog. -- OMG,these are: nouns -- 
4465,1217.5,0.2397094430992736,40,269,470,28,inside -- From 4-5 letters. -- 
4466,1217.5,0.0,70,576,901,16,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- 
4467,1217.5,0.5727554179566563,22,91,466,70,inside -- These words seem to end with the letters... frog. -- 
4468,1218.0,0.6491688538932633,54,154,1340,42,inside+wrap -- These words are all: verbs. -- 
4469,1218.5,0.5236486486486487,33,152,364,70,inside+wrap -- Ends with a letter from vowels -- 
4470,1218.5,0.545297670405522,88,273,748,27,inside+wrap -- Words with at least 5 letters. -- These words are all: nouns. -- 
4471,1218.5,0.5235668789808917,33,286,1230,48,inside+wrap -- Maka dem all the same siza: 5 -- 
4472,1219.0,0.6503957783641161,54,151,1345,32,inside+wrap -- OMG,these are: verbs -- 
4473,1219.5,1.137848355742452,18,46,1447,56,inside+wrap -- No more no less than the best which is 5. -- OMG,these are: verbs -- 
4474,1220.0,1.1886425381037897,11,17,516,48,inside -- These words seem to start with... lisa. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4475,1220.0,0.66,12,109,1431,36,inside+wrap -- What's in dem words. Is it: oo. Yeah it is. -- 
4476,1220.0,0.8037602487984167,9,53,482,84,inside -- 4-5 letters. -- In the beginning was one of these letters: wedding -- 
4477,1220.5,0.25190839694656486,58,384,711,48,inside+wrap -- 4-5 many letters, so little time. -- 
4478,1221.0,0.41304347826086957,24,144,386,70,inside+wrap -- Words need to represent with : t. -- 
4479,1221.0,0.4634920634920635,39,137,378,42,inside+wrap -- Ends with a letter from wedding -- 
4480,1221.0,1.016810122224135,10,99,1005,36,inside+wrap -- No more no less than the best which is 5. -- These words seem to end with the letters... vowels. -- 
4481,1221.0,1.4838240511772929,11,25,470,60,inside -- Maka dem all the same siza: 5 -- In the beginning was one of these letters: consonants -- These words are all: nouns. -- 
4482,1221.0,1.0799883191699162,12,32,430,24,inside+wrap -- Words with at least 3 letters. -- These words seem to start with... wedding. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4483,1221.5,1.1556961317210066,18,23,506,84,inside -- Ends with a letter from wedding -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4484,1221.5,0.6491688538932633,74,204,1277,54,inside+wrap -- These words are all: verbs. -- 
4485,1221.5,1.1414765462009555,25,31,491,48,inside -- The first part of the word is important. Is one of : minos -- OMG,these are: verbs -- 
4486,1222.0,1.2019972018516607,9,16,1091,64,inside+wrap -- These words seem to start with... wedding. -- These words are all: verbs. -- 
4487,1222.0,1.0097475231703419,13,42,693,84,inside -- What's in dem words. Is it: e and s. Yeah it is. -- OMG, ends with a letter from: wedding -- 
4488,1222.0,0.25190839694656486,45,180,371,63,directions: E W N S  -- 4-5 letters. -- 
4489,1222.5,1.1946233993478086,32,43,642,80,inside+wrap -- Ends with a letter from minos -- OMG,these are: verbs -- 
4490,1222.5,0.75,15,57,717,49,inside -- All these words have something in common. I think t and s. sry typo -- 
4491,1222.5,1.0320744389709908,13,102,1002,24,inside+wrap -- What's in dem words. Is it: i and e. Yeah it is. -- These words seem to end with the letters... minos. -- 
4492,1222.5,0.24474660074165636,44,250,495,28,inside -- 4-5 many letters, so little time. -- 
4493,1223.0,1.1279195804195803,6,21,483,27,inside -- At least 3 of da letters. -- OMG, ends with a letter from: lisa -- These words are all: nouns. -- 
4494,1223.0,0.5236486486486487,30,443,1085,64,inside+wrap -- OMG, ends with a letter from: vowels -- 
4495,1223.0,0.5304054054054054,36,147,607,60,inside -- These words seem to start with... vowels. -- 
4496,1223.5,1.0832190187201287,30,167,1322,24,inside+wrap -- Maka dem all the same siza: 5 -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4497,1224.0,1.4440934280568214,8,12,692,28,inside -- 4-5 many letters, so little time. -- Ends with a letter from potato -- These words are all: verbs. -- 
4498,1224.0,0.0,59,255,278,21,inside -- Words with at least 5 letters. -- 
4499,1224.0,0.24896836313617607,36,131,433,56,directions: E W N S  -- Maka dem all the same siza: 4 -- 
4500,1224.5,0.5335570469798657,28,253,880,28,inside+wrap -- OMG, ends with a letter from: wedding -- 
4501,1224.5,1.164345289453141,16,53,684,36,inside -- What's in dem words. Is it: i and s. Yeah it is. -- OMG,these are: nouns -- 
4502,1225.0,1.1688774830022663,12,20,690,78,inside+wrap -- The first part of the word is important. Is one of : potato -- These words are all: verbs. -- 
4503,1225.0,0.5304083405734145,29,149,1376,54,inside -- Words with at least 3 letters. -- OMG,these are: nouns -- 
4504,1225.5,0.8067084587872648,31,62,430,42,inside+wrap -- Exactamundo 4 -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4505,1225.5,1.0376053627132142,24,73,458,80,inside -- The first part of the word is important. Is one of : minos -- OMG,these are: nouns -- 
4506,1226.0,0.5475,70,153,373,27,inside -- OMG,these are: nouns -- 
4507,1226.5,0.8293879435557565,20,72,633,60,inside+wrap -- Maka dem all the same siza: 4 -- These words seem to end with the letters... lisa. -- 
4508,1226.5,0.51985559566787,15,87,623,24,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- The first part of the word is important. Is one of : vowels -- 
4509,1226.5,0.49146757679180886,34,302,829,21,inside+wrap -- These words seem to end with the letters... vowels. -- 
4510,1226.5,0.8974244713966495,27,34,496,36,inside -- From 4-5 letters. -- These words are all: verbs. -- 
4511,1227.0,0.5257995735607676,110,343,745,54,inside -- OMG,these are: nouns -- 
4512,1227.0,0.6304159445407279,54,65,479,84,inside -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4513,1227.5,0.6984126984126984,28,105,634,78,inside+wrap -- What's in dem words. Is it: t and s. Yeah it is. -- 
4514,1227.5,1.0314131413141314,11,93,1455,49,inside -- These words seem to start with... vowels. -- These words are all: nouns. -- 
4515,1227.5,0.5516014234875445,26,282,1219,56,inside+wrap -- Words with at least 4 letters. -- The first part of the word is important. Is one of : wedding -- 
4516,1227.5,0.5259515570934256,12,105,682,42,inside -- These words seem to end with the letters... minos. -- 
4517,1228.0,1.0087280089742536,8,37,515,28,inside -- Maka dem all the same siza: 5 -- In the beginning was one of these letters: lisa -- 
4518,1228.0,0.4742268041237113,56,241,503,32,inside -- Ends with a letter from consonants -- 
4519,1228.0,1.0465930071930867,6,18,664,70,inside+wrap -- Your words my be not longer than dis many fingers: 3. -- Words need to represent with : s. -- These words are all: nouns. -- 
4520,1228.5,0.5928571428571429,5,46,1110,54,inside -- Your words my be not longer than dis many fingers: 4. -- These words seem to end with the letters... frog. -- 
4521,1229.0,0.0,88,377,377,24,inside -- 
4522,1229.0,0.5304083405734145,72,209,449,27,inside+wrap -- Words with at least 5 letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4523,1229.0,0.0,87,428,655,80,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- 
4524,1229.0,0.328125,24,241,905,28,inside+wrap -- Words need to represent with : i. -- 
4525,1229.0,1.0609538002980625,27,78,457,36,inside -- OMG, ends with a letter from: lisa -- These words are all: nouns. -- 
4526,1229.0,0.6304159445407279,32,43,487,70,inside -- At least 4 of da letters. -- These words are all: verbs. -- 
4527,1231.0,1.1688774830022663,25,45,1056,54,inside -- Your words my be not longer than dis many fingers: 5. -- In the beginning was one of these letters: potato -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4528,1231.0,1.1873943111358938,31,86,1449,48,inside -- Ends with a letter from lisa -- These words are all: verbs. -- 
4529,1231.0,0.0,36,326,1212,42,inside+wrap -- Words with at least 3 letters. -- 
4530,1231.0,0.0,102,372,372,80,inside -- 
4531,1231.0,0.0,76,389,389,81,directions: E W N S  -- 
4532,1231.0,1.396422563027142,13,23,1058,77,inside+wrap -- From 4-5 letters. -- These words seem to start with... wedding. -- These words are all: verbs. -- 
4533,1231.0,0.5787671232876712,38,327,1209,28,inside+wrap -- The first part of the word is important. Is one of : frog -- 
4534,1231.5,1.156408781516633,12,20,503,60,inside+wrap -- All these words have something in common. I think r and t. sry typo -- These words are all: nouns. -- 
4535,1231.5,0.6432246998284734,79,114,614,36,inside -- OMG,these are: verbs -- 
4536,1232.0,1.2722883345811695,25,54,417,28,inside+wrap -- 4-5 many letters, so little time. -- These words seem to start with... consonants. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4537,1232.0,0.5394736842105263,47,245,516,36,inside -- These words seem to start with... lisa. -- 
4538,1232.0,0.0,54,161,393,80,inside -- Your words my be not longer than dis many fingers: 3. -- 
4539,1232.5,0.6666666666666666,12,71,694,28,inside+wrap -- What's in dem words. Is it: i and t. Yeah it is. -- 
4540,1232.5,0.5259259259259259,31,219,887,36,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- The first part of the word is important. Is one of : minos -- 
4541,1233.0,0.5143769968051118,24,117,677,72,directions: E W N S  -- OMG, ends with a letter from: potato -- 
4542,1233.0,0.0,90,284,284,42,directions: E W N S  -- 
4543,1233.0,0.6503957783641161,68,199,1311,28,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4544,1234.0,0.24474660074165636,43,183,354,16,inside+wrap -- 4-5 letters. -- 
4545,1235.0,0.5363636363636364,32,180,1362,54,inside -- At least 3 of da letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4546,1235.0,0.6432246998284734,59,79,636,78,inside -- Your words my be not longer than dis many fingers: 4. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4547,1235.5,1.1203941681553622,12,50,681,78,inside+wrap -- What's in dem words. Is it: s and i. Yeah it is. -- These words are all: nouns. -- 
4548,1235.5,0.5475,89,470,1024,27,inside+wrap -- These words are all: nouns. -- 
4549,1236.0,0.7889683631361761,5,43,1496,49,inside+wrap -- No more no less than the best which is 4. -- What's in dem words. Is it: e and r. Yeah it is. -- 
4550,1237.0,0.5257995735607676,91,338,789,63,inside -- OMG,these are: nouns -- 
4551,1237.0,0.6304159445407279,47,57,474,80,inside -- Words with at least 4 letters. -- OMG,these are: verbs -- 
4552,1237.0,0.7111363636363637,46,96,436,60,inside -- Words need to represent with : e. -- These words are all: nouns. -- 
4553,1237.5,1.6327423761209134,8,14,685,77,inside+wrap -- Exactamundo 5 -- The first part of the word is important. Is one of : consonants -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4554,1237.5,0.0,37,195,587,42,inside -- At least 3 of da letters. -- 
4555,1238.0,0.0,74,393,393,80,inside -- 
4556,1238.0,1.0734515570934255,55,271,1254,54,inside -- These words seem to end with the letters... minos. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4557,1238.0,0.9960177379697928,12,35,501,72,directions: E W N S  -- From 4-5 letters. -- What's in dem words. Is it: r. Yeah it is. -- In the beginning was one of these letters: minos -- 
4558,1238.0,1.0296068796068796,41,156,983,56,inside -- OMG, ends with a letter from: vowels -- These words are all: nouns. -- 
4559,1238.5,0.5727554179566563,30,121,470,60,inside -- OMG, ends with a letter from: frog -- 
4560,1238.5,0.00258732212160414,37,153,431,48,inside -- Your words my be not longer than dis many fingers: 3. -- 
4561,1238.5,0.6304159445407279,54,65,502,36,inside -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4562,1239.0,0.0,77,508,605,28,inside+wrap -- At least 5 of da letters. -- 
4563,1239.0,0.5143769968051118,21,152,617,27,inside+wrap -- In the beginning was one of these letters: wedding -- 
4564,1239.0,1.1973679263019363,7,21,1482,80,inside+wrap -- Words with at least 4 letters. -- These words seem to start with... wedding. -- OMG,these are: verbs -- 
4565,1239.0,0.0,64,299,299,32,inside -- 
4566,1239.5,1.0431294837019742,8,47,696,84,inside+wrap -- No more no less than the best which is 5. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4567,1239.5,0.5365853658536586,27,96,468,78,inside+wrap -- All these words have something in common. I think r and e. sry typo -- 
4568,1239.5,0.6491688538932633,94,175,922,27,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4569,1239.5,1.1235668789808917,12,51,720,42,inside -- No more no less than the best which is 5. -- Words need to represent with : t and e. -- 
4570,1239.5,1.1946233993478086,8,11,492,18,inside+wrap -- At least 4 of da letters. -- OMG, ends with a letter from: minos -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4571,1240.0,0.5257995735607676,76,160,356,64,directions: E W N S  -- Your words my be not longer than dis many fingers: 5. -- These words are all: nouns. -- 
4572,1240.0,1.0600448028673835,25,64,463,84,inside+wrap -- In the beginning was one of these letters: lisa -- These words are all: nouns. -- 
4573,1240.5,0.25190839694656486,63,544,1018,54,inside -- From 4-5 letters. -- 
4574,1240.5,0.0,71,277,477,28,inside -- Words with at least 4 letters. -- 
4575,1240.5,0.27524038461538464,58,545,990,32,inside+wrap -- 4-5 letters. -- 
4576,1240.5,0.0,67,298,428,84,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- 
4577,1240.5,1.3874271152037672,29,38,678,36,inside -- No more no less than the best which is 4. -- OMG, ends with a letter from: wedding -- OMG,these are: verbs -- 
4578,1241.5,0.24474660074165636,84,260,491,81,directions: E W N S  -- From 4-5 letters. -- 
4579,1241.5,1.002150924912119,24,74,657,16,inside+wrap -- In the beginning was one of these letters: vowels -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4580,1241.5,0.5789473684210527,24,138,1025,63,inside -- Words with at least 4 letters. -- The first part of the word is important. Is one of : frog -- 
4581,1241.5,0.5153846153846153,11,56,528,18,inside+wrap -- These words seem to start with... potato. -- 
4582,1241.5,0.24705882352941178,48,140,439,32,inside -- Exactamundo 4 -- 
4583,1242.0,1.1683677158703356,6,11,1131,32,inside -- At least 3 of da letters. -- The first part of the word is important. Is one of : potato -- OMG,these are: verbs -- 
4584,1242.0,0.49458483754512633,49,330,817,48,inside+wrap -- Ends with a letter from wedding -- 
4585,1242.0,0.23772609819121446,38,356,1202,36,inside+wrap -- Maka dem all the same siza: 4 -- 
4586,1242.0,0.5149253731343284,54,147,435,63,directions: E W N S  -- These words seem to end with the letters... minos. -- 
4587,1242.5,1.2468975256537753,12,47,658,16,inside+wrap -- 4-5 many letters, so little time. -- These words seem to start with... vowels. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4588,1243.0,0.0,78,780,780,36,inside+wrap -- 
4589,1243.0,0.0012953367875647669,70,227,533,78,inside -- Words with at least 3 letters. -- 
4590,1243.0,0.51985559566787,24,380,1194,42,inside+wrap -- These words seem to start with... vowels. -- 
4591,1243.5,1.077395032525133,6,44,1141,49,inside -- Exactamundo 5 -- The first part of the word is important. Is one of : lisa -- 
4592,1243.5,0.9909498443185655,83,389,1087,36,inside+wrap -- The first part of the word is important. Is one of : consonants -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4593,1243.5,1.5942340231680334,12,15,764,36,inside -- All these words have something in common. I think t and oo. sry typo -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4594,1244.0,1.0859638961289702,22,69,701,63,inside -- The first part of the word is important. Is one of : mike -- These words are all: nouns. -- 
4595,1244.0,1.856539656465304,5,7,540,36,inside -- All these words have something in common. I think i and t. sry typo -- OMG, ends with a letter from: frog -- OMG,these are: verbs -- 
4596,1244.0,0.7872094430992735,36,129,595,84,inside+wrap -- 4-5 letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4597,1244.5,0.5018450184501845,14,162,1457,81,inside -- The first part of the word is important. Is one of : mike -- 
4598,1244.5,0.7556414076374686,8,63,1122,64,inside -- Exactamundo 4 -- The first part of the word is important. Is one of : potato -- 
4599,1245.0,0.7931556940616387,32,144,586,12,inside+wrap -- From 4-5 letters. -- The first part of the word is important. Is one of : potato -- 
4600,1245.5,0.6037735849056604,20,148,1467,81,inside -- What's in dem words. Is it: e and ee. Yeah it is. -- 
4601,1246.0,0.5379213483146067,17,111,476,21,inside+wrap -- Maka dem all the same siza: 5 -- 
4602,1246.5,0.7964683631361761,35,68,462,70,inside+wrap -- No more no less than the best which is 4. -- These words are all: nouns. -- 
4603,1247.0,1.0056935116760761,53,122,423,60,inside -- The first part of the word is important. Is one of : consonants -- These words are all: nouns. -- 
4604,1247.0,0.5304083405734145,62,151,393,24,inside+wrap -- OMG,these are: nouns -- 
4605,1247.5,0.24732620320855614,43,250,946,36,inside -- Exactamundo 4 -- 
4606,1247.5,1.0230209730951205,5,9,545,60,inside -- At least 4 of da letters. -- Words need to represent with : r and e. -- In the beginning was one of these letters: minos -- 
4607,1247.5,1.1682433471773574,25,45,1057,24,inside+wrap -- Words with at least 5 letters. -- These words seem to end with the letters... mike. -- OMG,these are: verbs -- 
4608,1247.5,0.0,41,166,632,27,inside -- Your words my be not longer than dis many fingers: 3. -- 
4609,1247.5,0.6491688538932633,67,75,465,27,inside+wrap -- These words are all: verbs. -- 
4610,1248.0,1.2781587504470697,16,69,1475,56,inside -- Maka dem all the same siza: 4 -- Ends with a letter from wedding -- These words are all: nouns. -- 
4611,1248.0,0.27524038461538464,46,249,513,36,inside+wrap -- 4-5 many letters, so little time. -- 
4612,1248.0,0.5257995735607676,67,138,363,70,inside+wrap -- Words with at least 4 letters. -- These words are all: nouns. -- 
4613,1248.5,0.5475,62,131,408,28,inside -- Your words my be not longer than dis many fingers: 4. -- These words are all: nouns. -- 
4614,1249.0,0.5257995735607676,112,347,751,80,inside+wrap -- OMG,these are: nouns -- 
4615,1249.5,0.0,77,307,307,54,directions: E W N S  -- 
4616,1249.5,0.0,77,403,403,27,inside -- 
4617,1249.5,0.44565217391304346,106,295,410,64,directions: E W N S  -- At least 5 of da letters. -- These words seem to start with... consonants. -- 
4618,1250.0,0.0,74,309,309,56,directions: E W N S  -- 
4619,1250.5,0.8820455662220303,56,99,1050,72,inside -- 4-5 letters. -- These words are all: verbs. -- 
4620,1250.5,0.26141078838174275,48,204,561,27,inside+wrap -- Exactamundo 4 -- 
4621,1251.0,1.0000263776844789,80,185,541,28,inside -- Ends with a letter from consonants -- These words are all: nouns. -- 
4622,1251.0,0.51985559566787,18,137,491,18,inside -- In the beginning was one of these letters: vowels -- 
4623,1251.0,1.152665357389767,24,42,1108,49,inside+wrap -- Ends with a letter from mike -- OMG,these are: verbs -- 
4624,1251.5,0.00258732212160414,48,215,952,18,inside+wrap -- At least 3 of da letters. -- 
4625,1251.5,0.7849007212676489,17,58,532,32,inside -- Maka dem all the same siza: 4 -- These words seem to end with the letters... lisa. -- 
4626,1252.5,1.064261112022306,34,117,1026,80,inside+wrap -- OMG, ends with a letter from: mike -- OMG,these are: nouns -- 
4627,1253.0,0.0,86,286,286,12,inside+wrap -- 
4628,1253.5,1.5093125832847614,5,7,559,48,inside -- 4-5 letters. -- Ends with a letter from frog -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
4629,1253.5,0.0,73,552,994,80,inside+wrap -- Words with at least 4 letters. -- 
4630,1254.0,0.5257995735607676,70,148,394,24,inside -- At least 4 of da letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4631,1254.0,0.24705882352941178,33,147,472,36,inside -- No more no less than the best which is 4. -- 
4632,1254.0,1.0482568739070581,14,61,737,78,inside -- Exactamundo 5 -- In the beginning was one of these letters: minos -- 
4633,1254.0,1.0847713546160485,42,127,1011,78,inside+wrap -- These words seem to start with... lisa. -- These words are all: nouns. -- 
4634,1254.0,0.0,104,594,594,36,inside -- 
4635,1254.5,0.5475,68,166,419,48,inside -- These words are all: nouns. -- 
4636,1255.0,1.3704159445407278,7,12,563,60,inside+wrap -- Words need to represent with : t and et. -- These words are all: verbs. -- 
4637,1255.0,0.5143769968051118,36,157,461,36,inside -- These words seem to end with the letters... potato. -- 
4638,1255.0,0.5235668789808917,19,87,516,84,inside+wrap -- Exactamundo 5 -- 
4639,1255.0,0.0,94,600,600,42,inside -- 
4640,1255.5,0.0,90,521,644,84,inside -- Your words my be not longer than dis many fingers: 5. -- 
4641,1255.5,0.5304054054054054,16,132,507,77,inside -- The first part of the word is important. Is one of : vowels -- 
4642,1256.0,0.5304083405734145,60,171,553,24,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
4643,1256.0,0.0,84,790,790,84,inside+wrap -- 
4644,1256.0,0.7472537091338789,26,102,488,24,inside -- 4-5 many letters, so little time. -- The first part of the word is important. Is one of : wedding -- 
4645,1256.5,0.5518518518518518,32,149,644,60,inside+wrap -- In the beginning was one of these letters: wedding -- 
