id, difficulty,uniqueness,rules,goal words,valid words,total words, cells, hint
444,231.0,1.0272186147186146,3,17,48,261,80,inside -- You don't need a sweater but you do need words with at least 5 letters. -- Ends with a letter from vowels -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
445,230.5,0.7949997799925197,2,19,37,309,48,inside -- 4-5 many letters, so little time. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
446,229.5,0.5196428571428572,1,45,99,227,84,inside+wrap -- These words are all: nouns. -- 
447,227.0,0.5196428571428572,2,17,37,304,28,inside -- Your words my be not longer than dis many fingers: 3. -- These words are all: nouns. -- 
448,225.0,0.7869446710672698,2,19,30,305,36,inside -- No more no less than the best which is 4. -- These words are all: verbs. -- 
449,225.0,0.5196428571428572,1,37,86,239,21,inside+wrap -- OMG,these are: nouns -- 
450,223.5,0.8654434250764526,2,7,26,318,36,inside -- 4-5 many letters, so little time. -- In the beginning was one of these letters: mike -- 
451,222.5,0.9590367965367965,2,30,69,218,42,inside+wrap -- Ends with a letter from consonants -- These words are all: nouns. -- 
452,221.5,0.19072164948453607,1,17,84,254,42,inside+wrap -- Maka dem all the same siza: 4 -- 
453,220.0,0.0,1,23,80,281,84,inside -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- 
454,220.0,0.7400174241324234,2,6,26,280,16,inside+wrap -- Maka dem all the same siza: 4 -- In the beginning was one of these letters: wedding -- 
455,219.0,0.42473118279569894,1,5,50,295,84,inside+wrap -- Exactamundo 5 -- 
456,218.5,0.5962230215827338,2,15,24,302,24,inside -- Your words my be not longer than dis many fingers: 3. -- These words are all: verbs. -- 
457,218.5,0.19072164948453607,1,30,100,251,42,inside -- No more no less than the best which is 4. -- 
458,218.0,0.0,1,38,157,185,80,inside -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- 
459,216.0,1.0356169609766732,2,16,29,291,24,inside -- Ends with a letter from consonants -- These words are all: verbs. -- 
460,214.5,0.5196428571428572,1,36,91,214,18,inside+wrap -- OMG,these are: nouns -- 
461,214.5,1.0129761904761905,2,7,32,262,16,inside+wrap -- These words seem to start with... lisa. -- OMG,these are: nouns -- 
462,214.0,0.5962230215827338,1,36,59,277,70,inside -- These words are all: verbs. -- 
463,212.0,0.5620915032679739,1,18,82,268,32,inside -- In the beginning was one of these letters: vowels -- 
464,212.0,1.0852166276346604,2,11,27,258,60,inside+wrap -- Ends with a letter from lisa -- OMG,these are: nouns -- 
465,211.5,0.2413793103448276,1,29,154,184,28,inside -- What's in dem words. Is it: e. Yeah it is. -- 
466,210.0,0.5962230215827338,2,14,24,254,12,inside+wrap -- Your words my be not longer than dis many fingers: 3. -- These words are all: verbs. -- 
467,209.0,1.1037987791584913,2,13,21,288,84,inside -- OMG, ends with a letter from: vowels -- These words are all: verbs. -- 
468,208.0,1.0196428571428573,3,5,16,227,70,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- OMG, ends with a letter from: minos -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
469,207.5,0.5104895104895105,1,8,44,275,24,inside+wrap -- In the beginning was one of these letters: minos -- 
470,205.5,0.0,1,41,139,183,64,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 4 letters. -- 
471,205.0,0.5962230215827338,1,35,57,262,28,inside -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
472,204.5,0.42473118279569894,1,13,65,275,60,inside -- No more no less than the best which is 5. -- 
473,203.5,0.9718614718614719,2,5,27,247,24,inside+wrap -- All these words have something in common. I think e and i. sry typo -- OMG, ends with a letter from: vowels -- 
474,202.5,0.5962230215827338,1,38,64,247,24,inside -- These words are all: verbs. -- 
475,202.5,0.5492957746478874,2,17,50,210,9,inside+wrap -- You don't need a sweater but you do need words with at least 4 letters. -- These words seem to start with... wedding. -- 
476,202.5,0.5,1,15,50,252,21,inside+wrap -- OMG, ends with a letter from: potato -- 
477,202.0,0.42473118279569894,1,11,56,281,24,inside -- No more no less than the best which is 5. -- 
478,200.5,0.5962230215827338,2,9,14,282,28,inside -- You don't need a sweater but you do need words with at least 3 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
479,200.0,0.5962230215827338,1,30,48,234,18,inside+wrap -- OMG,these are: verbs -- 
480,198.0,0.4393939393939394,2,22,88,158,18,inside+wrap -- You don't need a sweater but you do need words with at least 5 letters. -- Ends with a letter from consonants -- 
481,197.5,0.5196428571428572,1,36,96,207,32,inside -- These words are all: nouns. -- 
482,197.5,0.5196428571428572,2,18,53,228,80,inside -- You don't need a sweater but you do need words with at least 3 letters. -- These words are all: nouns. -- 
483,197.5,1.0209542043784328,2,6,12,249,21,inside+wrap -- Maka dem all the same siza: 5 -- OMG,these are: verbs -- 
484,196.0,0.5196428571428572,1,40,95,201,28,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
485,196.0,0.5962230215827338,2,26,42,196,9,inside+wrap -- You don't need a sweater but you do need words with at least 5 letters. -- These words are all: verbs. -- 
486,194.5,0.7012111599740466,2,6,15,272,24,inside -- Maka dem all the same siza: 4 -- The first part of the word is important. Is one of : minos -- 
487,193.0,0.0,1,40,125,165,18,inside -- You don't need a sweater but you do need words with at least 4 letters. -- 
488,191.5,0.5104895104895105,1,14,56,257,70,inside -- These words seem to start with... minos. -- 
489,191.0,0.7949997799925197,2,16,27,243,84,inside -- 4-5 letters. -- OMG,these are: verbs -- 
490,190.0,0.40145985401459855,1,29,123,172,80,inside -- The first part of the word is important. Is one of : consonants -- 
491,190.0,1.1729650700980976,3,5,15,224,32,inside -- From 4-5 letters. -- Words need to represent with : e and s. -- These words are all: nouns. -- 
492,189.5,1.0356169609766732,2,23,39,221,80,inside -- These words seem to end with the letters... consonants. -- OMG,these are: verbs -- 
493,189.5,0.7869446710672698,2,7,12,264,60,inside -- No more no less than the best which is 4. -- OMG,these are: verbs -- 
494,188.0,1.0301323676323677,2,12,30,238,77,inside -- These words seem to start with... minos. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
495,186.0,0.5492957746478874,1,13,76,195,12,inside+wrap -- In the beginning was one of these letters: wedding -- 
496,185.0,0.0,1,38,139,145,64,directions: ️E️️WN️S️ -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- 
497,184.5,1.1067125320722444,2,11,19,243,24,inside -- OMG, ends with a letter from: mike -- OMG,these are: verbs -- 
498,183.5,0.5962230215827338,2,11,18,242,21,inside -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- These words are all: verbs. -- 
499,183.5,0.7869446710672698,2,10,19,242,36,inside -- Exactamundo 4 -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
500,182.5,0.5962230215827338,2,12,19,238,21,inside -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- OMG,these are: verbs -- 
501,182.5,0.5,1,13,66,230,24,inside -- Ends with a letter from potato -- 
502,181.0,0.75273359294216,2,7,37,222,24,inside -- From 4-5 letters. -- These words seem to end with the letters... frog. -- 
503,180.5,0.5539568345323741,1,11,57,205,70,inside+wrap -- Ends with a letter from frog -- 
504,179.0,0.19072164948453607,1,15,72,183,42,inside+wrap -- Exactamundo 4 -- 
505,178.5,0.5,1,11,59,231,24,inside -- Ends with a letter from minos -- 
506,178.0,0.6666666666666666,1,9,35,256,77,inside -- These words seem to start with... mike. -- 
507,178.0,0.5196428571428572,1,36,74,190,16,inside -- OMG,these are: nouns -- 
508,176.5,0.5,1,10,65,222,28,inside -- Ends with a letter from potato -- 
509,175.5,0.5,1,11,50,234,24,inside -- These words seem to end with the letters... minos. -- 
510,174.5,0.6002366124243845,2,9,70,174,70,inside -- From 4-5 letters. -- In the beginning was one of these letters: consonants -- 
511,174.0,0.0,1,17,83,160,84,inside+wrap -- You don't need a sweater but you do need words with at least 3 letters. -- 
512,173.0,0.5962230215827338,1,27,47,184,18,inside+wrap -- OMG,these are: verbs -- 
513,172.0,0.48672566371681414,2,8,38,202,28,inside -- You don't need a sweater but you do need words with at least 3 letters. -- Ends with a letter from wedding -- 
514,168.5,0.5196428571428572,1,27,73,181,24,inside -- These words are all: nouns. -- 
515,166.5,0.0,1,30,115,132,16,inside -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- 
516,166.0,0.0,1,17,76,183,28,inside -- You don't need a sweater but you do need words with at least 3 letters. -- 
517,165.5,0.5196428571428572,1,31,74,170,16,inside -- OMG,these are: nouns -- 
518,165.0,0.5962230215827338,2,24,38,172,36,inside -- You don't need a sweater but you do need words with at least 5 letters. -- These words are all: verbs. -- 
519,164.5,0.6666666666666666,1,13,46,182,9,inside+wrap -- These words seem to start with... mike. -- 
520,164.5,0.4921875,1,9,42,190,12,inside+wrap -- The first part of the word is important. Is one of : potato -- 
521,164.5,0.5620915032679739,1,9,45,187,18,inside+wrap -- These words seem to start with... vowels. -- 
522,164.0,0.5962230215827338,2,10,16,174,21,inside+wrap -- You don't need a sweater but you do need words with at least 4 letters. -- OMG,these are: verbs -- 
523,163.0,0.5196428571428572,2,31,63,144,56,directions: ️E️️WN️S️ -- Your words my be not longer than dis many fingers: 4. -- OMG,these are: nouns -- 
524,163.0,0.5196428571428572,2,29,66,143,64,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 4 letters. -- These words are all: nouns. -- 
525,162.5,0.5104895104895105,1,11,60,166,12,inside+wrap -- Ends with a letter from mike -- 
526,162.0,0.4393939393939394,1,27,85,164,56,directions: ️E️️WN️S️ -- These words seem to end with the letters... consonants. -- 
527,161.0,0.47368421052631576,1,6,42,186,21,inside+wrap -- All these words have something in common. I think i and t. sry typo -- 
528,160.0,0.5196428571428572,2,15,41,168,42,inside -- Your words my be not longer than dis many fingers: 3. -- OMG,these are: nouns -- 
529,159.5,0.7949997799925197,2,5,10,176,18,inside+wrap -- From 4-5 letters. -- OMG,these are: verbs -- 
530,159.0,0.4393939393939394,1,24,89,149,70,inside -- OMG, ends with a letter from: consonants -- 
531,158.5,0.19072164948453607,1,8,71,182,32,inside -- Maka dem all the same siza: 4 -- 
532,156.5,1.1037987791584913,2,7,11,167,12,inside+wrap -- Ends with a letter from vowels -- OMG,these are: verbs -- 
533,156.0,0.5196428571428572,1,25,60,139,42,inside+wrap -- These words are all: nouns. -- 
534,155.5,0.19877675840978593,1,11,70,142,32,inside+wrap -- 4-5 many letters, so little time. -- 
535,154.0,0.0,1,21,95,104,12,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- 
536,154.0,1.0829486852995478,3,5,10,125,18,inside+wrap -- Your words my be not longer than dis many fingers: 3. -- OMG, ends with a letter from: wedding -- These words are all: verbs. -- 
537,153.5,0.9211027111574557,2,17,52,142,21,inside -- The first part of the word is important. Is one of : consonants -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
538,153.5,0.5075757575757576,1,14,71,174,56,directions: ️E️️WN️S️ -- OMG, ends with a letter from: vowels -- 
539,152.5,0.0,1,25,97,127,18,inside -- You don't need a sweater but you do need words with at least 4 letters. -- 
540,152.5,0.5492957746478874,2,10,54,145,42,inside -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- These words seem to start with... wedding. -- 
541,152.0,0.19877675840978593,1,15,79,154,24,inside -- 4-5 many letters, so little time. -- 
542,152.0,0.49333333333333335,1,6,32,178,16,inside+wrap -- The first part of the word is important. Is one of : lisa -- 
543,151.5,1.0852166276346604,2,6,22,179,80,inside -- These words seem to end with the letters... lisa. -- These words are all: nouns. -- 
544,151.5,1.0831349206349206,2,13,26,168,24,inside -- These words seem to start with... frog. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
545,151.5,0.5962230215827338,2,18,30,159,24,inside -- Your words my be not longer than dis many fingers: 5. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
546,151.5,1.0196428571428573,3,5,12,118,14,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- Ends with a letter from minos -- OMG,these are: nouns -- 
547,151.0,0.5196428571428572,1,28,62,156,16,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
548,150.0,0.5634920634920635,1,13,68,131,16,inside+wrap -- In the beginning was one of these letters: frog -- 
549,149.5,0.4393939393939394,2,18,62,123,16,inside -- Your words my be not longer than dis many fingers: 5. -- OMG, ends with a letter from: consonants -- 
550,149.0,0.49333333333333335,1,11,40,191,28,inside -- In the beginning was one of these letters: lisa -- 
551,148.5,0.5196428571428572,1,30,74,137,16,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
552,148.5,0.5196428571428572,1,30,70,149,48,directions: ️E️️WN️S️ -- These words are all: nouns. -- 
553,148.0,0.5634920634920635,2,5,23,172,77,inside -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- These words seem to start with... frog. -- 
554,143.5,0.5962230215827338,1,17,26,188,18,inside -- These words are all: verbs. -- 
555,143.0,0.5196428571428572,1,28,62,140,60,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
556,143.0,0.9590367965367965,2,19,41,138,49,directions: ️E️️WN️S️ -- Ends with a letter from consonants -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
557,143.0,0.5962230215827338,2,19,32,147,64,directions: ️E️️WN️S️ -- Your words my be not longer than dis many fingers: 5. -- OMG,these are: verbs -- 
558,142.5,1.0884105215827338,3,5,8,144,48,directions: ️E️️WN️S️ -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- These words seem to start with... potato. -- OMG,these are: verbs -- 
559,142.0,0.9211027111574557,2,14,39,135,24,inside -- In the beginning was one of these letters: consonants -- OMG,these are: nouns -- 
560,142.0,0.5196428571428572,2,17,38,133,24,inside -- Your words my be not longer than dis many fingers: 3. -- OMG,these are: nouns -- 
561,140.5,1.0063685208596713,2,17,40,128,16,inside -- OMG, ends with a letter from: wedding -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
562,138.5,0.5962230215827338,1,21,37,163,21,inside -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
563,138.5,0.5655737704918032,1,7,45,169,24,inside -- Ends with a letter from lisa -- 
564,138.5,0.19072164948453607,1,10,54,157,24,inside -- No more no less than the best which is 4. -- 
565,138.5,0.5962230215827338,2,7,15,127,14,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- OMG,these are: verbs -- 
566,137.5,0.9976828755973324,3,11,19,109,16,inside -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- The first part of the word is important. Is one of : consonants -- OMG,these are: verbs -- 
567,137.0,0.5962230215827338,2,19,32,95,12,inside+wrap -- You don't need a sweater but you do need words with at least 5 letters. -- These words are all: verbs. -- 
568,137.0,0.5196428571428572,1,27,65,134,64,directions: ️E️️WN️S️ -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
569,136.0,0.9590367965367965,3,12,23,69,16,inside+wrap -- You don't need a sweater but you do need words with at least 5 letters. -- OMG, ends with a letter from: consonants -- These words are all: nouns. -- 
570,135.5,0.7103645066273933,2,11,24,140,12,inside -- No more no less than the best which is 4. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
571,134.0,1.0831349206349206,3,7,17,76,12,inside+wrap -- You don't need a sweater but you do need words with at least 5 letters. -- In the beginning was one of these letters: frog -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
572,132.5,0.49333333333333335,1,9,45,155,24,inside -- The first part of the word is important. Is one of : lisa -- 
573,131.5,0.0,1,18,87,102,28,inside -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- 
574,128.0,0.0,1,16,88,96,28,inside -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- 
575,128.0,0.5196428571428572,1,18,42,108,8,inside+wrap -- These words are all: nouns. -- 
576,127.5,0.5962230215827338,1,21,34,152,56,directions: ️E️️WN️S️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
577,127.5,0.9976828755973324,2,13,21,133,56,directions: ️E️️WN️S️ -- In the beginning was one of these letters: consonants -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
578,127.5,0.4921875,2,8,36,123,64,directions: ️E️️WN️S️ -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- In the beginning was one of these letters: potato -- 
579,127.0,0.5962230215827338,2,15,27,116,24,inside -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
580,127.0,0.5962230215827338,2,11,21,134,56,directions: ️E️️WN️S️ -- Your words my be not longer than dis many fingers: 5. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
581,126.5,0.5962230215827338,1,18,28,151,70,inside -- These words are all: verbs. -- 
582,126.0,0.5,1,13,46,145,64,directions: ️E️️WN️S️ -- OMG, ends with a letter from: potato -- 
583,125.5,0.5492957746478874,1,13,46,136,21,inside -- The first part of the word is important. Is one of : wedding -- 
584,124.0,0.0,1,27,86,87,78,directions: ️E️️WN️S️ -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- 
585,123.5,0.7610221674876848,2,12,31,116,56,directions: ️E️️WN️S️ -- Words need to represent with : e. -- OMG,these are: nouns -- 
586,123.0,0.0,1,19,77,94,21,inside -- You don't need a sweater but you do need words with at least 4 letters. -- 
587,123.0,0.4782608695652174,1,9,50,139,64,directions: ️E️️WN️S️ -- All these words have something in common. I think s. sry typo -- 
588,122.5,1.0895563549160672,2,5,8,136,16,inside -- In the beginning was one of these letters: lisa -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
589,122.5,0.5962230215827338,1,15,27,147,24,inside -- These words are all: verbs. -- 
590,122.5,1.0301323676323677,2,7,18,132,48,directions: ️E️️WN️S️ -- These words seem to end with the letters... mike. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
591,122.0,0.5196428571428572,1,23,59,106,70,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
592,122.0,0.9443740399385561,2,5,11,132,16,inside -- Exactamundo 5 -- These words are all: nouns. -- 
593,122.0,1.1501798561151078,3,5,8,103,49,directions: ️E️️WN️S️ -- Your words my be not longer than dis many fingers: 4. -- These words seem to end with the letters... frog. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
594,121.5,1.0829486852995478,2,9,14,92,12,inside+wrap -- These words seem to end with the letters... wedding. -- These words are all: verbs. -- 
595,121.5,0.5962230215827338,1,17,28,150,64,directions: ️E️️WN️S️ -- OMG,these are: verbs -- 
596,120.5,0.5196428571428572,1,19,47,119,24,inside -- These words are all: nouns. -- 
597,120.5,0.7869446710672698,2,5,8,100,16,inside+wrap -- Exactamundo 4 -- These words are all: verbs. -- 
598,120.5,0.0,1,23,78,92,48,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 4 letters. -- 
599,120.0,1.0301323676323677,2,9,22,113,18,inside -- In the beginning was one of these letters: minos -- OMG,these are: nouns -- 
600,119.5,0.5962230215827338,2,17,28,98,16,inside -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
601,118.5,0.7103645066273933,2,9,18,114,12,inside -- Exactamundo 4 -- OMG,these are: nouns -- 
602,118.0,0.4782608695652174,1,6,22,152,77,inside -- All these words have something in common. I think s. sry typo -- 
603,118.0,0.5196428571428572,1,22,50,116,56,directions: ️E️️WN️S️ -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
604,117.5,1.1578135549465824,3,7,11,89,42,directions: ️E️️WN️S️ -- From 4-5 letters. -- Ends with a letter from consonants -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
605,117.0,0.0,1,18,55,105,24,inside -- Your words my be not longer than dis many fingers: 3. -- 
606,117.0,0.5196428571428572,1,20,39,87,16,inside+wrap -- OMG,these are: nouns -- 
607,116.0,0.5196428571428572,1,15,38,91,14,inside+wrap -- OMG,these are: nouns -- 
608,115.5,0.4921875,1,13,58,104,18,inside -- The first part of the word is important. Is one of : potato -- 
609,115.0,0.5539568345323741,1,8,32,134,24,inside -- These words seem to end with the letters... frog. -- 
610,115.0,0.7103645066273933,2,5,17,80,12,inside+wrap -- Maka dem all the same siza: 4 -- These words are all: nouns. -- 
611,115.0,1.0129761904761905,2,8,22,112,78,directions: ️E️️WN️S️ -- The first part of the word is important. Is one of : lisa -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
612,114.5,0.0,1,15,68,90,16,inside -- Your words my be not longer than dis many fingers: 4. -- 
613,114.5,1.0272186147186146,2,8,22,111,78,directions: ️E️️WN️S️ -- These words seem to end with the letters... vowels. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
614,113.5,0.5196428571428572,1,17,42,112,16,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
615,113.5,0.48672566371681414,1,9,40,90,16,inside+wrap -- These words seem to end with the letters... wedding. -- 
616,113.5,0.5962230215827338,1,16,26,97,16,inside+wrap -- OMG,these are: verbs -- 
617,113.5,1.0196428571428573,2,10,23,106,42,directions: ️E️️WN️S️ -- OMG, ends with a letter from: potato -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
618,113.0,0.5196428571428572,1,17,34,87,16,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
619,113.0,0.7949997799925197,2,7,13,118,56,directions: ️E️️WN️S️ -- 4-5 many letters, so little time. -- These words are all: verbs. -- 
620,112.0,0.19877675840978593,1,7,49,112,42,inside -- From 4-5 letters. -- 
621,110.5,0.5962230215827338,1,15,24,94,16,inside+wrap -- These words are all: verbs. -- 
622,110.5,0.5962230215827338,2,7,13,113,49,directions: ️E️️WN️S️ -- Your words my be not longer than dis many fingers: 3. -- OMG,these are: verbs -- 
623,110.0,0.0,1,14,49,69,14,inside+wrap -- You don't need a sweater but you do need words with at least 4 letters. -- 
624,109.5,0.5196428571428572,1,20,53,90,21,inside -- These words are all: nouns. -- 
625,109.5,0.5196428571428572,2,12,23,56,8,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
626,109.5,0.6855024221266001,2,7,20,104,64,directions: ️E️️WN️S️ -- 4-5 many letters, so little time. -- Ends with a letter from wedding -- 
627,109.0,0.5104895104895105,2,9,31,90,49,directions: ️E️️WN️S️ -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- Ends with a letter from mike -- 
628,107.5,1.0301323676323677,2,5,13,101,21,inside -- OMG, ends with a letter from: mike -- OMG,these are: nouns -- 
629,107.5,0.5196428571428572,2,15,38,74,36,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 5 letters. -- These words are all: nouns. -- 
630,107.5,0.5962230215827338,2,13,25,89,49,directions: ️E️️WN️S️ -- Your words my be not longer than dis many fingers: 4. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
631,107.0,0.0,1,23,69,74,78,directions: ️E️️WN️S️ -- Your words my be not longer than dis many fingers: 4. -- 
632,106.5,0.48672566371681414,2,6,23,96,36,directions: ️E️️WN️S️ -- Your words my be not longer than dis many fingers: 4. -- Ends with a letter from wedding -- 
633,106.0,0.7103645066273933,2,8,19,89,14,inside -- Exactamundo 4 -- OMG,these are: nouns -- 
634,106.0,0.5196428571428572,2,13,33,78,78,directions: ️E️️WN️S️ -- Your words my be not longer than dis many fingers: 4. -- These words are all: nouns. -- 
635,106.0,0.5104895104895105,2,6,15,103,49,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 3 letters. -- These words seem to start with... minos. -- 
636,105.5,0.0,1,13,51,59,16,inside+wrap -- You don't need a sweater but you do need words with at least 4 letters. -- 
637,105.5,0.5196428571428572,2,8,19,56,9,inside+wrap -- You don't need a sweater but you do need words with at least 4 letters. -- These words are all: nouns. -- 
638,105.5,1.145518796230621,2,5,8,110,48,directions: ️E️️WN️S️ -- In the beginning was one of these letters: wedding -- OMG,these are: verbs -- 
639,104.5,0.5196428571428572,2,10,24,79,12,inside -- You don't need a sweater but you do need words with at least 3 letters. -- OMG,these are: nouns -- 
640,104.0,0.5962230215827338,1,16,28,108,16,inside -- These words are all: verbs. -- 
641,104.0,0.5962230215827338,1,17,27,116,49,directions: ️E️️WN️S️ -- These words are all: verbs. -- 
642,103.5,0.7949997799925197,2,5,10,104,48,directions: ️E️️WN️S️ -- From 4-5 letters. -- OMG,these are: verbs -- 
643,103.0,0.0,1,15,67,76,28,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 4 letters. -- 
644,102.5,0.5075757575757576,1,8,30,79,12,inside+wrap -- These words seem to end with the letters... vowels. -- 
645,102.0,0.0,1,15,70,71,48,directions: ️E️️WN️S️ -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- 
646,102.0,0.19877675840978593,1,10,41,105,48,directions: ️E️️WN️S️ -- From 4-5 letters. -- 
647,102.0,0.5962230215827338,1,16,25,115,48,directions: ️E️️WN️S️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
648,101.5,0.42473118279569894,1,6,27,114,16,inside -- Exactamundo 5 -- 
649,101.5,0.5962230215827338,1,11,17,87,12,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
650,101.0,0.0,1,11,44,99,42,directions: ️E️️WN️S️ -- Your words my be not longer than dis many fingers: 3. -- 
651,100.0,0.48672566371681414,1,5,34,73,12,inside+wrap -- These words seem to end with the letters... wedding. -- 
652,99.5,0.5492957746478874,1,7,27,109,21,inside -- The first part of the word is important. Is one of : wedding -- 
653,99.5,0.5962230215827338,2,17,26,68,77,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 4 letters. -- OMG,these are: verbs -- 
654,98.5,0.19072164948453607,1,8,36,105,48,directions: ️E️️WN️S️ -- No more no less than the best which is 4. -- 
655,98.0,0.5196428571428572,1,11,32,65,16,inside+wrap -- These words are all: nouns. -- 
656,97.5,0.0,1,15,61,71,42,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 4 letters. -- 
657,97.5,0.8376023319275614,2,7,14,86,49,directions: ️E️️WN️S️ -- All these words have something in common. I think e. sry typo -- OMG,these are: verbs -- 
658,97.0,0.7103645066273933,2,5,9,52,14,inside+wrap -- Exactamundo 4 -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
659,96.0,0.7949997799925197,2,5,11,80,18,inside -- 4-5 many letters, so little time. -- These words are all: verbs. -- 
660,96.0,0.19877675840978593,1,7,28,69,16,inside+wrap -- 4-5 many letters, so little time. -- 
661,96.0,0.0,1,13,52,79,78,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 3 letters. -- 
662,96.0,1.0129761904761905,2,7,14,83,24,directions: ️E️️WN️S️ -- These words seem to start with... lisa. -- These words are all: nouns. -- 
663,96.0,0.7184196155526431,2,5,16,83,36,directions: ️E️️WN️S️ -- 4-5 letters. -- OMG,these are: nouns -- 
664,96.0,0.0,1,16,63,65,78,directions: ️E️️WN️S️ -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- 
665,95.5,0.4921875,1,10,46,79,12,inside -- These words seem to start with... potato. -- 
666,94.0,0.4393939393939394,1,12,50,78,49,directions: ️E️️WN️S️ -- These words seem to end with the letters... consonants. -- 
667,93.0,0.48672566371681414,1,7,36,87,16,inside -- OMG, ends with a letter from: wedding -- 
668,93.0,0.40145985401459855,2,7,29,62,56,directions: ️E️️WN️S️ -- Your words my be not longer than dis many fingers: 3. -- The first part of the word is important. Is one of : consonants -- 
669,92.5,0.9976828755973324,2,9,16,72,78,directions: ️E️️WN️S️ -- These words seem to start with... consonants. -- These words are all: verbs. -- 
670,92.5,0.49333333333333335,1,7,33,97,36,directions: ️E️️WN️S️ -- These words seem to start with... lisa. -- 
671,92.5,0.5196428571428572,2,10,24,63,48,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 5 letters. -- OMG,these are: nouns -- 
