id, difficulty,uniqueness,rules,goal words,valid words,total words, cells, hint
434,70.4,0.46938775510204084,1,16,66,190,16,insidezies -- These words seem to start with... potato. -- 
435,70.2,0.6226415094339622,1,6,36,134,16,all-ways! -- These words seem to start with... minos. -- 
436,70.1,1.093752443506138,2,7,16,108,56,directions: ️↔️️↕️️ -- These words seem to start with... vowels. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
437,69.9,0.5019157088122606,2,15,41,88,78,directions: ️↔️️↕️️ -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- These words are all: nouns. -- 
438,69.30000000000001,0.5019157088122606,1,13,36,91,9,all-ways! -- These words are all: nouns. -- 
439,69.3,0.569811320754717,1,23,38,138,48,directions: ️↔️️↕️️ -- These words are all: verbs. -- 
440,69.1,0.8775036284470247,2,5,8,106,49,directions: ️↔️️↕️️ -- What's in dem words. Is it: i. Yeah it is. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
441,68.6,0.5019157088122606,2,10,26,74,12,insidezies -- Your words my be not longer than dis many fingers: 4. -- These words are all: nouns. -- 
442,68.6,0.5019157088122606,2,12,28,65,18,insidezies -- You don't need a sweater but you do need words with at least 4 letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
443,68.5,0.3723404255319149,1,21,80,87,9,all-ways! -- In the beginning was one of these letters: consonants -- 
444,68.3,0.3764705882352941,1,9,34,186,32,insidezies -- Exactamundo 5 -- 
445,68.1,0.5019157088122606,1,25,61,124,18,insidezies -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
446,68.1,0.5019157088122606,1,23,50,124,18,insidezies -- OMG,these are: nouns -- 
447,67.9,0.4716981132075472,2,5,27,99,18,insidezies -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- The first part of the word is important. Is one of : lisa -- 
448,67.3,1.0415094339622641,2,7,11,69,9,insidezies -- These words seem to start with... lisa. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
449,67.19999999999999,0.569811320754717,1,18,29,126,28,insidezies -- OMG,these are: verbs -- 
450,67.1,0.569811320754717,2,7,13,70,24,insidezies -- You don't need a sweater but you do need words with at least 4 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
451,67.0,0.6699484956975065,2,6,18,100,36,directions: ️↔️️↕️️ -- From 4-5 letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
452,66.89999999999999,0.7057686359418497,2,7,29,85,16,insidezies -- 4-5 letters. -- These words seem to end with the letters... wedding. -- 
453,66.7,0.1680327868852459,1,17,97,197,80,insidezies -- 4-5 many letters, so little time. -- 
454,66.7,0.569811320754717,2,9,16,60,14,insidezies -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
455,66.5,0.7003284072249589,2,7,16,90,49,directions: ️↔️️↕️️ -- Exactamundo 4 -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
456,66.4,0.1680327868852459,1,22,87,158,21,insidezies -- From 4-5 letters. -- 
457,66.3,0.5019157088122606,1,11,26,77,12,all-ways! -- These words are all: nouns. -- 
458,65.7,0.3723404255319149,1,15,67,93,14,all-ways! -- The first part of the word is important. Is one of : consonants -- 
459,65.60000000000001,0.5019157088122606,1,12,27,69,14,all-ways! -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
460,65.5,0.7057686359418497,2,5,26,86,14,insidezies -- 4-5 many letters, so little time. -- End of the the letters words. Specifically: wedding -- 
461,65.4,0.5707531239446133,2,6,26,100,42,directions: ️↔️️↕️️ -- Exactamundo 4 -- In the beginning was one of these letters: consonants -- 
462,65.30000000000001,0.569811320754717,1,17,28,121,24,insidezies -- These words are all: verbs. -- 
463,64.9,0.4716981132075472,1,9,27,82,14,all-ways! -- In the beginning was one of these letters: lisa -- 
464,64.5,0.569811320754717,1,5,9,84,12,all-ways! -- These words are all: verbs. -- 
465,64.1,0.0,1,31,121,131,16,insidezies -- Your words my be not longer than dis many fingers: 5. -- 
466,63.7,0.569811320754717,1,19,31,125,64,directions: ️↔️️↕️️ -- OMG,these are: verbs -- 
467,63.599999999999994,0.5377358490566038,2,6,23,88,49,directions: ️↔️️↕️️ -- Your words my be not longer than dis many fingers: 4. -- OMG, ends with a letter from: wedding -- 
468,63.5,0.5019157088122606,2,9,25,53,9,insidezies -- Your words my be not longer than dis many fingers: 5. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
469,63.5,0.569811320754717,1,21,33,115,49,directions: ️↔️️↕️️ -- These words are all: verbs. -- 
470,63.2,0.569811320754717,1,14,22,121,70,insidezies -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
471,63.1,0.1984126984126984,1,5,32,100,16,all-ways! -- Maka dem all the same siza: 4 -- 
472,62.900000000000006,0.569811320754717,1,17,29,110,16,insidezies -- These words are all: verbs. -- 
473,62.400000000000006,0.9487242194505584,2,6,14,73,36,directions: ️↔️️↕️️ -- These words seem to end with the letters... vowels. -- OMG,these are: nouns -- 
474,61.7,0.0036231884057971015,1,17,57,132,21,insidezies -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- 
475,61.3,0.0036231884057971015,1,25,68,117,48,directions: ️↔️️↕️️ -- You don't need a sweater but you do need words with at least 3 letters. -- 
476,60.9,0.5019157088122606,1,23,60,118,64,directions: ️↔️️↕️️ -- These words are all: nouns. -- 
477,60.1,0.9129485756566778,2,5,8,61,28,directions: ️↔️️↕️️ -- These words seem to end with the letters... consonants. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
478,59.9,0.5019157088122606,1,25,56,98,48,directions: ️↔️️↕️️ -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
479,59.5,0.5019157088122606,2,9,20,48,24,directions: ️↔️️↕️️ -- Your words my be not longer than dis many fingers: 5. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
480,59.5,0.569811320754717,1,19,32,105,32,directions: ️↔️️↕️️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
481,58.4,0.8450529637142213,2,6,14,53,48,directions: ️↔️️↕️️ -- OMG, ends with a letter from: consonants -- These words are all: nouns. -- 
482,57.2,0.0036231884057971015,1,12,46,126,18,insidezies -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- 
483,57.1,0.0,1,23,97,116,12,insidezies -- You don't need a sweater but you do need words with at least 4 letters. -- 
484,57.1,0.1680327868852459,1,7,22,49,8,all-ways! -- 4-5 many letters, so little time. -- 
485,56.9,0.1680327868852459,1,15,66,128,21,insidezies -- 4-5 letters. -- 
486,56.5,0.3723404255319149,1,25,96,121,56,directions: ️↔️️↕️️ -- In the beginning was one of these letters: consonants -- 
487,56.300000000000004,0.3723404255319149,1,9,37,49,16,all-ways! -- The first part of the word is important. Is one of : consonants -- 
488,56.3,0.569811320754717,1,11,21,102,16,insidezies -- These words are all: verbs. -- 
489,56.2,0.569811320754717,1,16,26,99,49,directions: ️↔️️↕️️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
490,56.1,0.5019157088122606,2,5,13,26,8,insidezies -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- These words are all: nouns. -- 
491,55.699999999999996,0.3723404255319149,2,9,39,48,28,directions: ️↔️️↕️️ -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- These words seem to start with... consonants. -- 
492,55.5,0.5019157088122606,1,19,44,97,48,directions: ️↔️️↕️️ -- These words are all: nouns. -- 
493,55.1,0.3431372549019608,1,15,46,99,18,insidezies -- End of the the letters words. Specifically: consonants -- 
494,54.9,0.5019157088122606,1,15,34,86,14,insidezies -- OMG,these are: nouns -- 
495,54.5,0.0,1,23,100,106,16,insidezies -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- 
496,54.5,0.0,1,25,86,101,36,directions: ️↔️️↕️️ -- You don't need a sweater but you do need words with at least 4 letters. -- 
497,54.49999999999999,0.5019157088122606,1,7,23,37,8,all-ways! -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
498,54.199999999999996,0.5019157088122606,1,18,42,94,48,directions: ️↔️️↕️️ -- OMG,these are: nouns -- 
499,54.1,0.569811320754717,1,15,24,92,56,directions: ️↔️️↕️️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
500,54.0,0.0036231884057971015,1,6,24,41,9,all-ways! -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- 
501,53.8,0.1984126984126984,1,8,39,124,16,insidezies -- Maka dem all the same siza: 4 -- 
502,52.900000000000006,0.5377358490566038,1,17,62,113,64,directions: ️↔️️↕️️ -- These words seem to end with the letters... wedding. -- 
503,52.7,0.5019157088122606,1,17,42,92,78,directions: ️↔️️↕️️ -- OMG,these are: nouns -- 
504,52.5,0.3431372549019608,2,5,12,27,14,directions: ️↔️️↕️️ -- Your words my be not longer than dis many fingers: 4. -- These words seem to end with the letters... consonants. -- 
505,51.3,0.5918367346938775,1,5,37,126,24,insidezies -- The first part of the word is important. Is one of : vowels -- 
506,51.3,0.569811320754717,1,13,22,87,48,directions: ️↔️️↕️️ -- OMG,these are: verbs -- 
507,50.5,0.0,1,5,23,28,12,all-ways! -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- 
508,50.3,0.5019157088122606,1,13,31,71,21,insidezies -- These words are all: nouns. -- 
509,49.699999999999996,0.569811320754717,1,13,22,79,49,directions: ️↔️️↕️️ -- OMG,these are: verbs -- 
510,49.3,0.5730337078651685,1,5,34,113,80,insidezies -- End of the the letters words. Specifically: lisa -- 
511,48.699999999999996,0.3723404255319149,1,19,60,79,32,directions: ️↔️️↕️️ -- In the beginning was one of these letters: consonants -- 
512,48.1,0.5918367346938775,1,5,28,121,64,directions: ️↔️️↕️️ -- These words seem to start with... vowels. -- 
513,47.3,0.569811320754717,1,11,17,73,80,directions: ️↔️️↕️️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
514,46.50000000000001,0.0,1,19,61,69,28,directions: ️↔️️↕️️ -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- 
515,46.0,0.569811320754717,1,8,14,80,60,directions: ️↔️️↕️️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
516,45.7,0.5019157088122606,1,11,25,53,12,insidezies -- These words are all: nouns. -- 
517,45.300000000000004,0.5019157088122606,1,11,28,54,9,insidezies -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
518,45.1,0.0,1,15,52,55,16,insidezies -- Your words my be not longer than dis many fingers: 5. -- 
519,43.1,0.46938775510204084,1,7,28,85,56,directions: ️↔️️↕️️ -- In the beginning was one of these letters: potato -- 
520,43.0,0.5,1,6,28,90,78,directions: ️↔️️↕️️ -- End of the the letters words. Specifically: minos -- 
521,42.9,0.0,1,13,44,47,18,insidezies -- Your words my be not longer than dis many fingers: 5. -- 
522,42.800000000000004,0.3431372549019608,1,12,36,44,16,insidezies -- OMG, ends with a letter from: consonants -- 
523,42.7,0.0036231884057971015,1,5,23,69,12,insidezies -- You don't need a sweater but you do need words with at least 3 letters. -- 
524,42.49999999999999,0.569811320754717,1,11,19,51,70,directions: ️↔️️↕️️ -- OMG,these are: verbs -- 
525,42.4,0.0,1,16,55,59,48,directions: ️↔️️↕️️ -- Your words my be not longer than dis many fingers: 4. -- 
526,41.199999999999996,0.0036231884057971015,1,6,24,57,14,insidezies -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- 
527,41.199999999999996,0.46938775510204084,1,8,25,67,28,directions: ️↔️️↕️️ -- In the beginning was one of these letters: potato -- 
528,40.9,0.569811320754717,1,9,17,52,70,directions: ️↔️️↕️️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
529,40.8,0.0036231884057971015,1,6,27,58,16,insidezies -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- 
530,40.5,0.569811320754717,1,7,13,57,42,directions: ️↔️️↕️️ -- OMG,these are: verbs -- 
531,39.8,0.569811320754717,1,8,14,49,16,directions: ️↔️️↕️️ -- OMG,these are: verbs -- 
532,39.2,0.0,1,10,37,38,16,insidezies -- Your words my be not longer than dis many fingers: 5. -- 
533,39.199999999999996,0.5019157088122606,1,8,22,54,84,directions: ️↔️️↕️️ -- OMG,these are: nouns -- 
534,39.1,0.5019157088122606,1,7,15,32,12,insidezies -- OMG,these are: nouns -- 
535,38.900000000000006,0.5019157088122606,1,7,13,29,12,insidezies -- OMG,these are: nouns -- 
536,38.9,0.569811320754717,1,5,9,36,9,insidezies -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
537,38.8,0.0036231884057971015,1,10,33,52,77,directions: ️↔️️↕️️ -- You don't need a sweater but you do need words with at least 3 letters. -- 
538,38.300000000000004,0.5019157088122606,1,7,12,25,8,insidezies -- These words are all: nouns. -- 
539,38.300000000000004,0.0036231884057971015,1,9,28,50,28,directions: ️↔️️↕️️ -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- 
540,38.1,0.5019157088122606,1,9,19,40,32,directions: ️↔️️↕️️ -- OMG,these are: nouns -- 
541,37.599999999999994,0.3723404255319149,1,8,28,32,8,insidezies -- In the beginning was one of these letters: consonants -- 
542,37.0,0.44680851063829785,1,6,32,64,36,directions: ️↔️️↕️️ -- OMG, ends with a letter from: vowels -- 
543,36.9,0.5019157088122606,1,7,18,44,32,directions: ️↔️️↕️️ -- These words are all: nouns. -- 
544,35.5,0.5019157088122606,1,5,20,50,21,directions: ️↔️️↕️️ -- These words are all: nouns. -- 
545,34.6,0.5019157088122606,1,6,13,33,21,directions: ️↔️️↕️️ -- OMG,these are: nouns -- 
546,32.900000000000006,0.5019157088122606,1,7,11,17,12,directions: ️↔️️↕️️ -- These words are all: nouns. -- 
547,31.3,0.5019157088122606,1,5,14,23,84,directions: ️↔️️↕️️ -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
548,30.400000000000002,0.5019157088122606,1,6,13,22,49,directions: ↕️️ -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
549,28.3,0.0036231884057971015,1,5,12,16,42,directions: ️↔️️ -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- 
